name,location,description,link,price,operation,bedrooms,bathrooms,floor area (m2),land size (m2),latitude,longitude,img_url_1,coordinates_1,distance_1,ModelScores
Luxurious Brand New House for Sale at Multinational Village in Parañaque City,"Moonwalk, Parañaque","Property Code: 113-HLFS-MNV
Multinational Village
Brand new house
6 bedrooms
4 car garage
LA: 450 sq.m.
FA: 800 sq.m. 

Plug and play — you just need to bring your clothes. Nothing to fix. 
▪️ Fully-furnished
- Walk in closets
- Ensuite T&B 
- Great Hall
- Modern Design Show Kitchen
- Viro Casa Kitchen cabinets
- Spacious Viro Casa Gourmet Kitchen
- All vanities and modular cabinets from Viro Casa
- Pantry room
- Playroom
- Family area
- Home office
- Spacious Home Gym
- Driver’s room with T&B
- Maid’s room with T&B
- 2 stock rooms
- Staff lounge area
- Covered Lanai
- Covered alfresco bar with open-kitchen
- Lap pool
- Shower room
- Elevated airconditioned powder room with view of the pool
- Grand stair case
- Italian tiled — All tiles are imported, no locally sourced tiles
- All Sanitary and Shower fixtures and faucets are from Germany
- Wifi data on all rooms
- 17 AC units
- 16 CCTV camera
✔️ 10kW Solar panel net metering system
- All Imported Beautiful Chandeliers
- Whole House Water purifier & softener system by Aqua Safe water purifier, no need to buy mineral water
- Complete Smeg kitchen appliances 
- Ground floor with 7.5 meters ceiling height (triple ceiling height)
- Water feature at the entrance
- Huge 3 meters high main door — pivot
- Four car garage
- Alexa-capable (Smart Home)

Contact us for more!

Michael Kingsu
The Lead Realty Owner Under License #5055

DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",https://www.lamudi.com.ph/luxurious-brand-new-house-for-sale-at-multinationa-170710017670.html,"₱128,000,000",buy,6,,800,450,14.492371,121.008496,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-35Tn9oBsWD0-baMtrS389zsYNQmHV5_5pSq30dcJjvyUL51V5pCaDTAmj1gfeF2FvmDkUBplVjch5-9beHrYs6vUcaqKHsSnzofUxW8r50TzxqeGIo__JfmqTZVAQNzyWJNAB-1cmDU486avjtg?stp=s2048x1152&ccb=10-5&oh=00_AfBs1e7Nu-PHFMUDCmP8azsck0z67Miv1Lgt2gFB03aXQQ&oe=660E0DFC&_nc_sid=201bca,"(121.014659, 14.492893)",0.666876442,2.88
"BF Homes Brand New House For Sale in BF Agelor, Parañaque City","B.F. Homes, Parañaque","Property code: 246-SHL-BFAG
BF Agelor
FA: 322 sq.m.
LA: 284 sq.m.
2 Storey
5 Bedroom
5 Bathroom
3 Car Garage
Semi Furnished
Brand New
• Lanai 
• Powder Room
• Modern design kitchen Inclusive of Inverter refrigerator
 Built-in Electric hob, Range Hood, Built-in Oven and Microwave Oven
•  7 AC units split type inverter
• Daily Kitchen with Gas Hob
• Laundry Area with Washer and Dryer
• Maid's and driver's room with common bathroom
• Internet ready (WiFi)
• CCTV equipped
• Tiled walkway with Garden

Under Real Estate Broker License #5055 
The LEAD Realty  

Contact us for more!

Michael Kingsu
The Lead Realty Owner Under License #5055

DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",https://www.lamudi.com.ph/bf-homes-brand-new-house-for-sale-in-bf-agelor-par-168415610125.html,"₱36,700,000",buy,5,,322,284,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,3.33
"For Sale 5 Storey Residential Building in Moonwalk, Parañaque City","Moonwalk, Parañaque","Property code: 103-SRB-PQUE
Residential Building at Moonwalk, Paranaque
FA: 1,000 sq.m.
LA: 240 sq.m
5-storey building  24 rooms (12 standard, 6 deluxe and 6 family-sized rooms)
6 parking provisions
brand new generator that backs up 100% Meralco power
With CCTV, intercom, FDAS, ISP (PLDT)
Ground floor is 88 sq. m. with previous tenant (Pitmaster)
Condition of the building is brand new, furnished with hotel fixtures
Currently tenanted by Red Doorz (budget hotel) but can terminate lease contract Semi Furnished

Under Real Estate Broker License #5055
The LEAD Realty

Contact us for more!

Michael Kingsu
The Lead Realty Owner Under License #5055

DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",https://www.lamudi.com.ph/for-sale-5-storey-residential-building-in-moonwalk-170705063662.html,"₱60,000,000",buy,5,5,1000,,14.492371,121.008496,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-35Tn9oBsWD0-baMtrS389zsYNQmHV5_5pSq30dcJjvyUL51V5pCaDTAmj1gfeF2FvmDkUBplVjch5-9beHrYs6vUcaqKHsSnzofUxW8r50TzxqeGIo__JfmqTZVAQNzyWJNAB-1cmDU486avjtg?stp=s2048x1152&ccb=10-5&oh=00_AfBs1e7Nu-PHFMUDCmP8azsck0z67Miv1Lgt2gFB03aXQQ&oe=660E0DFC&_nc_sid=201bca,"(121.014659, 14.492893)",0.666876442,2.91
"Lot For Sale Marina Baytown South Prime Residential Lot For Sale, Parañaque","Don Galo, Parañaque","Property Code: 102-SRL-MBTS

Lot For Sale Marina Baytown South Prime Residential Lot For Sale, Parañaque",https://www.lamudi.com.ph/lot-for-sale-marina-baytown-south-prime-residentia-170781433548.html,"₱161,950,000",buy,,,,790,14.509206,120.985714,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9nvHlNLIs7ScYrfsZu85cXQywDAVQOf6-iq7P-Ehg6eBuKGlCLD2ma5v1qkiwo5wBPLJezr7ms5xNmS03LPSWL5Jv6n26lnJ1pr9PClT97Ll5iyEzeNNf1fizkKv8_rW2W28h20uNpKn2aBtz-vQ?stp=s2048x1536&ccb=10-5&oh=00_AfC0cV_lcx71y_4vvfPEnTRuAJ5gjMV4KA2kwWQZ7tKsaQ&oe=660E047E&_nc_sid=201bca,"(120.984797, 14.507326)",0.230301765,2.88
"506 sqm. Residential Lot For Sale in BF Homes, Parañaque City","B.F. Homes, Parañaque","FOR SALE

=Vacant lot
=506 sqm lot area
=17 meters frontage
=Located in Circulo Doce, Aguinaldo Street
BF Homes Paranaque City
=Phase 1
=40 K  per sqm gross

=Entrance gate along Elizalde Avenue
=Few steps to Presidents Avenue
=Few steps to BDO Elizalde  Aguire Branch",https://www.lamudi.com.ph/residential-lot-for-sale-in-bf-homes-paranaque-cit-167121909134.html,No Price,buy,,,,506,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
Furnished Modern w/ 6 Bedrooms House for Sale in Parañaque,"B.F. Homes, Parañaque",Furnished Modern w/ 6 Bedrooms House for Sale in Parañaque,https://www.lamudi.com.ph/furnished-modern-w-6-bedrooms-house-for-sale-in-pa-168300517246.html,"₱150,000,000",buy,6,,800,450,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,3.35
FOR SALE: Commercial Lot with Structure Sucat,"San Martin de Porres, Parañaque","FOR SALE

Repriced!

Commercial Lot with Structure
Dr. Arcadio Santos
Sucat Paranaque
Lot Area: 613 sqm more or less
Floor Area: 501 more or less
As is Where it
Near SM City BF Paranaque
Across Nissan Sucat Paranaque

From PHP 80,000,000
To PHP 70,000,000
Down to
PHP 61,000,000
PHP 99,510 / sqm only

Clean Title
------------------
Joshua Gutierrez, REB, REA
REBL 33167",https://www.lamudi.com.ph/for-sale-commercial-lot-with-structure-sucat-169604269740.html,"₱61,000,000",buy,,,,613,14.496788,121.043543,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_Np3CPqXF6YNRQWtptpXpVvDrkOGjnAbP0uB6ZerzUrvDjjPelooHy2v_-TrLUfDvgAN5Iq3PZJmNF7__kBuRwzbLl4VP6z1qQcHuujUz1JLH5n8QjKys346mAiDg5HuNihAdsSXw6FPSxO5jalQ?stp=s2048x1152&ccb=10-5&oh=00_AfBKrFe25iJaQcJFpYXaZbirZTgWb8LWBTC2d1YCLwS0EQ&oe=660E2CF6&_nc_sid=201bca,"(121.041539, 14.495781)",0.243067707,2.88
Bayanihan Village Bf Parañaque  House and Lot,"B.F. Homes, Parañaque","Bayanihan Village Bf Parañaque  House and Lot

Lot area: 226 sqm Floor Area: 270sqm  
5 bedrooms 5 toilet and baths Separate maid's and driver's rooms 3 car garage  

Price: 30 million (gross) negotiable  

Edmund Tario",https://www.lamudi.com.ph/bayanihan-village-bf-para-aque-house-and-lot-169819509051.html,"₱30,000,000",buy,5,,270,226,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
LOT with old house in BF - P21m,"B.F. Homes, Parañaque","Lot area - 467sqm (corner lot)
with old house

Lot area - 467sqm
inside a gated village

P21,000,000 net of taxes
or P45,000/sqm
zonal value P40,000/sqm

for ejs

direct buyers only",https://www.lamudi.com.ph/lot-with-old-house-in-bf-p21m-169703929193.html,"₱21,000,000",buy,,,,467,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,4.17
Brand New RFO Townhouse Unit For Sale Located in UPS 5 Parañaque City,"San Isidro, Parañaque","Location: Brgy San Isidro Sucat Paranaque 

Inside Gated Community
 24/7 Maynilad water supply 

One Unit Left
Unit D

Brandnew: Zen Type Townhomes 
Lot Area: 87 sqm more Or less 
Floor Area: 160 sqm more Or less 

Specification 
4bedrooms 
3toilet/bath 
1car garage 

Kitchen Service area 
Laundry area Living and dining area 

Cash or Bank Financing 
Free assistance in Bank Financing 
For more info and for viewing schedule you may reach me",https://www.lamudi.com.ph/brand-new-rfo-townhouse-unit-for-sale-located-in-u-169995211934.html,"₱9,300,000",buy,4,,160,87,14.468547,121.011835,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8IZTEKAg0q9bv5t0D8r1RcLpyOL5rPlepat947mhVTF5nVaSS3PolYvMmqgMpXptEmbVJ2w3UgKtuHd7qbQADnc7Z2aIE9kMqEFSAJ7dbODyypQJYYSLXtXi4tTv-IA0m7kXApSxH9_VAxol57k60?stp=s2048x1152&ccb=10-5&oh=00_AfC80KbzezVkBZpMkpNwSY3vHUqKI3K_9ypwc0ePmOSv4Q&oe=660E13E4&_nc_sid=201bca,"(121.01141, 14.467918)",0.083324127,3.9
Parañaque Commercial Property For Sale,"Santo Niño, Parañaque","COMMERCIAL PROPERTY PARAÑAQUE FOR SALE

Ninoy Aquino Ave.(Sucat Road), Sto. Niño,
Parañaque City, 1704
Commercial property
With commercial units and warehouse
59 meter frontage
2,109 sq.m. lot area
1,700 sq.m. commercial floor area
473 sq.m. warehouse

P250,000 per sq.m.

Open to Direct Buyers and PRC Licensed Real Estate Brokers with Direct Buyers only

Boogie
Roberto Miguel Romero
Licensed Real Estate Broker
REMAX Prime
PAREB QCRB",https://www.lamudi.com.ph/para-aque-commercial-property-for-sale-16636604828.html,"₱527,250,000",buy,,,2173,,14.501556,121.00197,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-T7BPvABT2EJYHDDDS-l7ApXQ42A-RFbkrb49O94thRd_AW9bPXpzFgcApETujDc1vNM2qEASjggI_nJ8ZRuduuTYo7AMq6ciJNsnt1F021v3WjX9I_Rs3-4CkP860xdvdTjq9j5Kg7PIjQUX-3A?stp=s2048x1152&ccb=10-5&oh=00_AfDm395S6XEplOymv28rAy9IFBQMCsfQ16pOOKsiyBXATg&oe=660E32FC&_nc_sid=201bca,"(120.99927, 14.503182)",0.342162085,2.83
"House For Sale Ready for Occupancy Unit near SM Bicutan in Sun Valley, Parañaque","Sun Valley, Parañaque","Location: Dona Soledad Paranaque CityInside a gated community24/7 Maynilad water supplyFlood FreeWalking Distance to SM Bicutannear skyway/SLEXBrandnew 3 Storey Townhouse Lot Area:106.6 sqmFloor Area:178.55 sqm3 Bedroom with on-suite BathroomsMaids Room with Toilet and BathMaster with WIC and Balcony4 Bathrooms with large bathroom and shower enclosurePVC windows with screenKitchen with Built in modular Cabinets,Pantry Storage and center islandService Area2 Car Open ParkingNo Exact Location Please!Free Assistance in Bank FinancingFor more info and for viewing schedule you may call or message me.  House property for sale in Sun Valley, Parañaque, Metro Manila",https://www.lamudi.com.ph/house-for-sale-ready-for-occupancy-unit-near-sm-bicutan-in-sun-valley-paranaque.html,"₱11,000,000",buy,4,,178,106,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.48
"House and Lot for Sale in Marcelo Green Village, Parañaque City","Marcelo Green Village, Parañaque","Pre-owned House and Lot
Sturdy and beautiful
Selling price: 27M negotiable
Furniture are not included.

Location: Marcelo Green Village, Sucat, Paranaque City

Property details:
Lot area: 397 sqm
Floor area: 400 sqm (more or less)
2 storey house

Upstairs:
4 big bedrooms
3 toilet/bath

Downstairs:
2 bedrooms
1 toilet/bath
1 maid's room w/ toilet/bath
Living room
2 Dining areas
1 kitchen
Lanai
4 car garage

The property is located along the main road. 
Marcelo Green is a very secured subdivision since the Brgy. Hall of Brgy. Marcelo is inside Marcelo Green Village. Beside the Brgy. Hall is the Mary Mother of Good Counsel Parish Church.

House and Lot property for Sale in Marcelo Green Village, Parañaque, Metro Manila",https://www.lamudi.com.ph/house-and-lot-for-sale-in-marcelo-green-village-pa-168923606589.html,"₱27,000,000",buy,7,,400,397,14.469863,121.04211,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9T71RuEq7htyE2BxzWBRXqAfcHNFPt1dE-skhy5fRMbB-1MHWLNSTMrHo9nlbNbzX2TQIPPGXMu6qBOHB8g7NG82AU23TFto-eW7RJxoOlwQEVylDwuiTDJnaDDwJ-4MIhYaKMDnqFQNdWDbskfQc?stp=s2048x1152&ccb=10-5&oh=00_AfCbjMwgjfcBnUL0Rwovp3AVHo53z4KgW7yyb39asE1l0A&oe=660E2E99&_nc_sid=201bca,"(121.044476, 14.469211)",0.265085652,4.17
"300 Sqm Lot Area for Sale in United Parañaque Subdivision, San Isidro, Parañaque","San Isidro, Parañaque","Lot For Sale                                 
Location : United Parañaque Subd V                                       
Asking Price : 32,000/sqm            
Lot Area : 300 sqm                          
Near the gate             
                                                        
Marina L. Gonzales                
REB 0012495

Lot property for Sale in San Isidro, Parañaque, Metro Manila",https://www.lamudi.com.ph/300-sqm-lot-area-for-sale-in-united-para-aque-subd-169597748387.html,"₱9,600,000",buy,,,,300,14.468547,121.011835,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8IZTEKAg0q9bv5t0D8r1RcLpyOL5rPlepat947mhVTF5nVaSS3PolYvMmqgMpXptEmbVJ2w3UgKtuHd7qbQADnc7Z2aIE9kMqEFSAJ7dbODyypQJYYSLXtXi4tTv-IA0m7kXApSxH9_VAxol57k60?stp=s2048x1152&ccb=10-5&oh=00_AfC80KbzezVkBZpMkpNwSY3vHUqKI3K_9ypwc0ePmOSv4Q&oe=660E13E4&_nc_sid=201bca,"(121.01141, 14.467918)",0.083324127,3.9
Parañaque Commercial Property For Sale,"Santo Niño, Parañaque","COMMERCIAL PROPERTY PARAÑAQUE FOR SALE

Ninoy Aquino Ave.(Sucat Road), Sto. Niño,
Parañaque City, 1704
Commercial property
With commercial units and warehouse
59 meter frontage
2,109 sq.m. lot area
1,700 sq.m. commercial floor area
473 sq.m. warehouse

P250,000 per sq.m.

Open to Direct Buyers and PRC Licensed Real Estate Brokers with Direct Buyers only

Boogie
Roberto Miguel Romero
Licensed Real Estate Broker
REMAX Prime
PAREB QCRB",https://www.lamudi.com.ph/para-aque-commercial-property-for-sale-16636604828.html,"₱527,250,000",buy,,,2173,,14.501556,121.00197,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-T7BPvABT2EJYHDDDS-l7ApXQ42A-RFbkrb49O94thRd_AW9bPXpzFgcApETujDc1vNM2qEASjggI_nJ8ZRuduuTYo7AMq6ciJNsnt1F021v3WjX9I_Rs3-4CkP860xdvdTjq9j5Kg7PIjQUX-3A?stp=s2048x1152&ccb=10-5&oh=00_AfDm395S6XEplOymv28rAy9IFBQMCsfQ16pOOKsiyBXATg&oe=660E32FC&_nc_sid=201bca,"(120.99927, 14.503182)",0.342162085,2.83
"House For Sale Ready for Occupancy Unit near SM Bicutan in Sun Valley, Parañaque","Sun Valley, Parañaque","Location: Dona Soledad Paranaque CityInside a gated community24/7 Maynilad water supplyFlood FreeWalking Distance to SM Bicutannear skyway/SLEXBrandnew 3 Storey Townhouse Lot Area:106.6 sqmFloor Area:178.55 sqm3 Bedroom with on-suite BathroomsMaids Room with Toilet and BathMaster with WIC and Balcony4 Bathrooms with large bathroom and shower enclosurePVC windows with screenKitchen with Built in modular Cabinets,Pantry Storage and center islandService Area2 Car Open ParkingNo Exact Location Please!Free Assistance in Bank FinancingFor more info and for viewing schedule you may call or message me.  House property for sale in Sun Valley, Parañaque, Metro Manila",https://www.lamudi.com.ph/house-for-sale-ready-for-occupancy-unit-near-sm-bicutan-in-sun-valley-paranaque.html,"₱11,000,000",buy,4,,178,106,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.48
"House and Lot for Sale in Marcelo Green Village, Parañaque City","Marcelo Green Village, Parañaque","Pre-owned House and Lot
Sturdy and beautiful
Selling price: 27M negotiable
Furniture are not included.

Location: Marcelo Green Village, Sucat, Paranaque City

Property details:
Lot area: 397 sqm
Floor area: 400 sqm (more or less)
2 storey house

Upstairs:
4 big bedrooms
3 toilet/bath

Downstairs:
2 bedrooms
1 toilet/bath
1 maid's room w/ toilet/bath
Living room
2 Dining areas
1 kitchen
Lanai
4 car garage

The property is located along the main road. 
Marcelo Green is a very secured subdivision since the Brgy. Hall of Brgy. Marcelo is inside Marcelo Green Village. Beside the Brgy. Hall is the Mary Mother of Good Counsel Parish Church.

House and Lot property for Sale in Marcelo Green Village, Parañaque, Metro Manila",https://www.lamudi.com.ph/house-and-lot-for-sale-in-marcelo-green-village-pa-168923606589.html,"₱27,000,000",buy,7,,400,397,14.469863,121.04211,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9T71RuEq7htyE2BxzWBRXqAfcHNFPt1dE-skhy5fRMbB-1MHWLNSTMrHo9nlbNbzX2TQIPPGXMu6qBOHB8g7NG82AU23TFto-eW7RJxoOlwQEVylDwuiTDJnaDDwJ-4MIhYaKMDnqFQNdWDbskfQc?stp=s2048x1152&ccb=10-5&oh=00_AfCbjMwgjfcBnUL0Rwovp3AVHo53z4KgW7yyb39asE1l0A&oe=660E2E99&_nc_sid=201bca,"(121.044476, 14.469211)",0.265085652,4.17
"300 Sqm Lot Area for Sale in United Parañaque Subdivision, San Isidro, Parañaque","San Isidro, Parañaque","Lot For Sale                                 
Location : United Parañaque Subd V                                       
Asking Price : 32,000/sqm            
Lot Area : 300 sqm                          
Near the gate             
                                                        
Marina L. Gonzales                
REB 0012495

Lot property for Sale in San Isidro, Parañaque, Metro Manila",https://www.lamudi.com.ph/300-sqm-lot-area-for-sale-in-united-para-aque-subd-169597748387.html,"₱9,600,000",buy,,,,300,14.468547,121.011835,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8IZTEKAg0q9bv5t0D8r1RcLpyOL5rPlepat947mhVTF5nVaSS3PolYvMmqgMpXptEmbVJ2w3UgKtuHd7qbQADnc7Z2aIE9kMqEFSAJ7dbODyypQJYYSLXtXi4tTv-IA0m7kXApSxH9_VAxol57k60?stp=s2048x1152&ccb=10-5&oh=00_AfC80KbzezVkBZpMkpNwSY3vHUqKI3K_9ypwc0ePmOSv4Q&oe=660E13E4&_nc_sid=201bca,"(121.01141, 14.467918)",0.083324127,3.77
Modern tropical House & lot for Sale at Merville,"Merville, Parañaque","well maintained Beautiful House and Lot for  Sale at Merville, Bright and Airy 

This Pre-loved House and lot is a very nice and homey! 
Fully Renovated in 2020",https://www.lamudi.com.ph/modern-tropical-house-lot-for-sale-at-merville-17013055531.html,"₱78,000,000",buy,3,,350,705,14.499387,121.025633,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_BiRq8TNYusgGCMs99GN_7YzMVjMIaH9ykn3y2fftFIduHqwsr9AqwLLlDAG4UeOMacCc0ZTSirm5Lozbpy-XZvys4qfUN1NyGSo9X_Rg9Or7f_JXA3oUeAyrs4ZOqFIX-oqYRSHWzJ_1qDzHb_w?stp=s2048x1152&ccb=10-5&oh=00_AfAw66APHjqP2aNE81dw5mjghByvDG1sWD4jR_LegMW0lA&oe=660E1E46&_nc_sid=201bca,"(121.021268, 14.50365)",0.666238512,2.88
Brand New House and Lot For Sale in BF Homes (BF NW) Parañaque,"B.F. Homes, Parañaque","HOUSE & LOT FOR SALE!

Brand New House and Lot For Sale in BF Homes (BF NW) Parañaque",https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-bf-homes-bf-nw-169103307991.html,"₱28,500,000",buy,5,,320,288,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
"4 Bedroom House for Sale in BF Homes, Parañaque City, Metro Manila","B.F. Homes, Parañaque","This brand new, modern house and lot for sale is located in one of the gated associations at BF Homes, Paranaque City. Each area of the house is maximized. The lot area is 289 sqm. and the floor area is 350 sqm. where two to three (2-3) cars could fit in the garage, with four (4) bedrooms and toilet & bath. Other amenities are as follows: garden, lanai, very nice kitchen area, den room, maid's and driver's room with own toilet & bath. A plus in this house is that the association has a reliable 24/7 security. Let us start scheduling the viewing of your awesome property. Welcome Home!",https://www.lamudi.com.ph/4-bedroom-house-for-sale-in-bf-homes-para-aque-cit-170055300657.html,"₱31,000,000",buy,4,,350,289,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,4.17
